Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Tipo de domicílio (Código),Tipo de domicílio,Grupo de idade (Código),Grupo de idade,Cor ou raça (Código),Cor ou raça,Ano (Código),Ano,Variável (Código),Variável
3,Unidade da Federação,45,Pessoas,36,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1142,10 a 14 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,166,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1143,15 a 19 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,17,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1143,15 a 19 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,4,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1143,15 a 19 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1143,15 a 19 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,107,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1143,15 a 19 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,38,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1143,15 a 19 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,159,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1144,20 a 24 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,30,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1144,20 a 24 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,6,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1144,20 a 24 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1144,20 a 24 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,92,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1144,20 a 24 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,30,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1144,20 a 24 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,125,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1145,25 a 29 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,20,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1145,25 a 29 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,9,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1145,25 a 29 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1145,25 a 29 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,83,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1145,25 a 29 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,13,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1145,25 a 29 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,122,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1146,30 a 34 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,17,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1146,30 a 34 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,8,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1146,30 a 34 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1146,30 a 34 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,86,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1146,30 a 34 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,11,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1146,30 a 34 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,128,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1147,35 a 39 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,22,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1147,35 a 39 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,6,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1147,35 a 39 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1147,35 a 39 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,83,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1147,35 a 39 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,17,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1147,35 a 39 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,108,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1148,40 a 44 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,18,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1148,40 a 44 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,5,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1148,40 a 44 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1148,40 a 44 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,69,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1148,40 a 44 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,16,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1148,40 a 44 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,83,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1149,45 a 49 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,14,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1149,45 a 49 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,6,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1149,45 a 49 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1149,45 a 49 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,50,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1149,45 a 49 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,13,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1149,45 a 49 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,57,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1150,50 a 54 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,7,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1150,50 a 54 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,8,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1150,50 a 54 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1150,50 a 54 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,35,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1150,50 a 54 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,7,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1150,50 a 54 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,48,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1151,55 a 59 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,8,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1151,55 a 59 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,4,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1151,55 a 59 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1151,55 a 59 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,29,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1151,55 a 59 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,7,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1151,55 a 59 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,40,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1152,60 a 64 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,9,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1152,60 a 64 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1152,60 a 64 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1152,60 a 64 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,24,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1152,60 a 64 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,4,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1152,60 a 64 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,36,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1153,65 a 69 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,5,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1153,65 a 69 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1153,65 a 69 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1153,65 a 69 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,24,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1153,65 a 69 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,4,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1153,65 a 69 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,16,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1154,70 a 74 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1154,70 a 74 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1154,70 a 74 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1154,70 a 74 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,12,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1154,70 a 74 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1154,70 a 74 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,15,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1155,75 a 79 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1155,75 a 79 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1155,75 a 79 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1155,75 a 79 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,11,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1155,75 a 79 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,1155,75 a 79 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,9,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6802,80 a 84 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6802,80 a 84 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6802,80 a 84 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6802,80 a 84 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,4,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6802,80 a 84 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6802,80 a 84 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6803,85 a 89 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6803,85 a 89 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6803,85 a 89 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6803,85 a 89 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6803,85 a 89 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,6803,85 a 89 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,6,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92963,90 a 94 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92963,90 a 94 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92963,90 a 94 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92963,90 a 94 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,5,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92963,90 a 94 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92963,90 a 94 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92964,95 a 99 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92964,95 a 99 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92964,95 a 99 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92964,95 a 99 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92964,95 a 99 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92964,95 a 99 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92965,100 anos ou mais,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92965,100 anos ou mais,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92965,100 anos ou mais,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92965,100 anos ou mais,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92965,100 anos ou mais,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,13,Amazonas,71977,Estrutura residencial permanente degradada ou inacabada,92965,100 anos ou mais,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,622859,14,Roraima,2932,Total,95253,Total,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,128382,14,Roraima,2932,Total,95253,Total,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,47569,14,Roraima,2932,Total,95253,Total,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,733,14,Roraima,2932,Total,95253,Total,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,358474,14,Roraima,2932,Total,95253,Total,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,87698,14,Roraima,2932,Total,95253,Total,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,62968,14,Roraima,2932,Total,1140,0 a 4 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,14070,14,Roraima,2932,Total,1140,0 a 4 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2456,14,Roraima,2932,Total,1140,0 a 4 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,30,14,Roraima,2932,Total,1140,0 a 4 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,32289,14,Roraima,2932,Total,1140,0 a 4 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,14123,14,Roraima,2932,Total,1140,0 a 4 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,61764,14,Roraima,2932,Total,1141,5 a 9 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,12287,14,Roraima,2932,Total,1141,5 a 9 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2843,14,Roraima,2932,Total,1141,5 a 9 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,58,14,Roraima,2932,Total,1141,5 a 9 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,33847,14,Roraima,2932,Total,1141,5 a 9 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,12729,14,Roraima,2932,Total,1141,5 a 9 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,57097,14,Roraima,2932,Total,1142,10 a 14 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,10585,14,Roraima,2932,Total,1142,10 a 14 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3135,14,Roraima,2932,Total,1142,10 a 14 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,40,14,Roraima,2932,Total,1142,10 a 14 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,32230,14,Roraima,2932,Total,1142,10 a 14 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,11107,14,Roraima,2932,Total,1142,10 a 14 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,55755,14,Roraima,2932,Total,1143,15 a 19 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,10375,14,Roraima,2932,Total,1143,15 a 19 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3682,14,Roraima,2932,Total,1143,15 a 19 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,66,14,Roraima,2932,Total,1143,15 a 19 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,31993,14,Roraima,2932,Total,1143,15 a 19 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,9639,14,Roraima,2932,Total,1143,15 a 19 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,57015,14,Roraima,2932,Total,1144,20 a 24 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,10905,14,Roraima,2932,Total,1144,20 a 24 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,4494,14,Roraima,2932,Total,1144,20 a 24 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,66,14,Roraima,2932,Total,1144,20 a 24 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
