Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Tipo de domicílio (Código),Tipo de domicílio,Grupo de idade (Código),Grupo de idade,Cor ou raça (Código),Cor ou raça,Ano (Código),Ano,Variável (Código),Variável
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1149,45 a 49 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,481,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1149,45 a 49 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1149,45 a 49 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,760,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1150,50 a 54 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,200,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1150,50 a 54 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,126,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1150,50 a 54 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1150,50 a 54 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,431,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1150,50 a 54 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1150,50 a 54 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,592,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1151,55 a 59 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,156,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1151,55 a 59 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,97,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1151,55 a 59 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1151,55 a 59 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,333,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1151,55 a 59 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,6,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1151,55 a 59 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,510,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1152,60 a 64 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,127,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1152,60 a 64 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,92,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1152,60 a 64 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1152,60 a 64 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,287,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1152,60 a 64 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1152,60 a 64 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,306,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1153,65 a 69 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,96,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1153,65 a 69 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,44,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1153,65 a 69 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1153,65 a 69 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,166,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1153,65 a 69 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1153,65 a 69 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,217,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1154,70 a 74 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,67,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1154,70 a 74 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,34,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1154,70 a 74 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1154,70 a 74 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,115,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1154,70 a 74 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1154,70 a 74 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,134,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1155,75 a 79 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,42,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1155,75 a 79 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,20,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1155,75 a 79 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1155,75 a 79 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,71,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1155,75 a 79 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,1155,75 a 79 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,92,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6802,80 a 84 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,35,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6802,80 a 84 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,19,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6802,80 a 84 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6802,80 a 84 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,38,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6802,80 a 84 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6802,80 a 84 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,38,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6803,85 a 89 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,18,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6803,85 a 89 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,5,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6803,85 a 89 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6803,85 a 89 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,15,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6803,85 a 89 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,6803,85 a 89 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,22,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92963,90 a 94 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,13,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92963,90 a 94 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,3,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92963,90 a 94 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92963,90 a 94 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,6,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92963,90 a 94 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92963,90 a 94 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,5,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92964,95 a 99 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92964,95 a 99 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,1,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92964,95 a 99 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92964,95 a 99 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,2,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92964,95 a 99 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92964,95 a 99 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92965,100 anos ou mais,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92965,100 anos ou mais,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92965,100 anos ou mais,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92965,100 anos ou mais,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92965,100 anos ou mais,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71975,Habitação em casa de cômodos ou cortiço,92965,100 anos ou mais,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,95253,Total,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,95253,Total,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,95253,Total,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,95253,Total,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,95253,Total,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,95253,Total,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1140,0 a 4 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1140,0 a 4 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1140,0 a 4 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1140,0 a 4 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1140,0 a 4 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1140,0 a 4 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1141,5 a 9 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1141,5 a 9 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1141,5 a 9 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1141,5 a 9 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1141,5 a 9 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1141,5 a 9 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1142,10 a 14 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1142,10 a 14 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1142,10 a 14 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1142,10 a 14 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1142,10 a 14 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1142,10 a 14 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1143,15 a 19 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1143,15 a 19 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1143,15 a 19 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1143,15 a 19 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1143,15 a 19 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1143,15 a 19 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1144,20 a 24 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1144,20 a 24 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1144,20 a 24 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1144,20 a 24 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1144,20 a 24 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1144,20 a 24 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1145,25 a 29 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1145,25 a 29 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1145,25 a 29 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1145,25 a 29 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1145,25 a 29 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1145,25 a 29 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1146,30 a 34 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1146,30 a 34 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1146,30 a 34 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1146,30 a 34 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1146,30 a 34 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1146,30 a 34 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1147,35 a 39 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1147,35 a 39 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1147,35 a 39 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1147,35 a 39 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1147,35 a 39 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1147,35 a 39 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1148,40 a 44 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1148,40 a 44 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1148,40 a 44 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1148,40 a 44 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1148,40 a 44 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1148,40 a 44 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1149,45 a 49 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1149,45 a 49 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1149,45 a 49 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1149,45 a 49 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1149,45 a 49 anos,2779,Parda,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1149,45 a 49 anos,2780,Indígena,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1150,50 a 54 anos,95251,Total,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1150,50 a 54 anos,2776,Branca,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1150,50 a 54 anos,2777,Preta,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
3,Unidade da Federação,45,Pessoas,-,26,Pernambuco,71976,Habitação indígena sem paredes ou maloca,1150,50 a 54 anos,2778,Amarela,2022,2022,382,Moradores em domicílios particulares permanentes ocupados
